CATEGORY_CD|CATEGORY_NM|API_PATH|PARENT_CD|DEPTH_LEVEL|LAST_DEPTH_YN|COLLECTION_CYCLE|COLLECTION_TYPE
08040202000000|수출||08040200000000|04|Y|Y|C
08040203000000|수입||08040200000000|04|Y|Y|C
08040204000000|국내수요||08040200000000|04|Y|Y|C
08040300000000|AN||08040000000000|03|N||
08040301000000|생산(출하)||08040300000000|04|Y|Y|C
08040302000000|수출||08040300000000|04|Y|Y|C
08040303000000|수입||08040300000000|04|Y|Y|C
08040304000000|국내수요||08040300000000|04|Y|Y|C
08040400000000|CPLM||08040000000000|03|N||
08040401000000|생산(출하)||08040400000000|04|Y|Y|C
08040402000000|수출||08040400000000|04|Y|Y|C
08040403000000|수입||08040400000000|04|Y|Y|C
08040404000000|국내수요||08040400000000|04|Y|Y|C
08040500000000|DMT||08040000000000|03|N||
08040501000000|생산(출하)||08040500000000|04|Y|Y|C
08040502000000|수출||08040500000000|04|Y|Y|C
08040503000000|수입||08040500000000|04|Y|Y|C
08040504000000|국내수요||08040500000000|04|Y|Y|C
08050000000000|합성고무||08000000000000|02|N||
08050100000000|SBR||08050000000000|03|N||
08050101000000|생산(출하)||08050100000000|04|Y|Y|C
08050102000000|수출||08050100000000|04|Y|Y|C
08050103000000|수입||08050100000000|04|Y|Y|C
08050104000000|국내수요||08050100000000|04|Y|Y|C
08050200000000|BR||08050000000000|03|N||
08050201000000|생산(출하)||08050200000000|04|Y|Y|C
08050202000000|수출||08050200000000|04|Y|Y|C
08050203000000|수입||08050200000000|04|Y|Y|C
08050204000000|국내수요||08050200000000|04|Y|Y|C
08060000000000|기타제품||08000000000000|02|N||
08060100000000|초산||08060000000000|03|N||
08060101000000|생산(출하)||08060100000000|04|Y|Y|C
08060102000000|수출||08060100000000|04|Y|Y|C
08060103000000|수입||08060100000000|04|Y|Y|C
08060104000000|국내수요||08060100000000|04|Y|Y|C
08060200000000|카본블랙||08060000000000|03|N||
08060201000000|생산(출하)||08060200000000|04|Y|Y|C
08060202000000|수출||08060200000000|04|Y|Y|C
08060203000000|수입||08060200000000|04|Y|Y|C
08060204000000|국내수요||08060200000000|04|Y|Y|C
08060300000000|페놀||08060000000000|03|N||
08060301000000|생산(출하)||08060300000000|04|Y|Y|C
08060302000000|수출||08060300000000|04|Y|Y|C
08060303000000|수입||08060300000000|04|Y|Y|C
08060304000000|국내수요||08060300000000|04|Y|Y|C
08060400000000|아세톤||08060000000000|03|N||
08060401000000|생산(출하)||08060400000000|04|Y|Y|C
08060402000000|수출||08060400000000|04|Y|Y|C
08060403000000|수입||08060400000000|04|Y|Y|C
08060404000000|국내수요||08060400000000|04|Y|Y|C
08060500000000|옥탄올||08060000000000|03|N||
08060501000000|생산(출하)||08060500000000|04|Y|Y|C
08060502000000|수출||08060500000000|04|Y|Y|C
08060503000000|수입||08060500000000|04|Y|Y|C
08060504000000|국내수요||08060500000000|04|Y|Y|C
08060600000000|부탄올||08060000000000|03|N||
08060601000000|생산(출하)||08060600000000|04|Y|Y|C
08060602000000|수출||08060600000000|04|Y|Y|C
08060603000000|수입||08060600000000|04|Y|Y|C
08060604000000|국내수요||08060600000000|04|Y|Y|C
08060700000000|초산에틸||08060000000000|03|N||
08060701000000|생산(출하)||08060700000000|04|Y|Y|C
08060702000000|수출||08060700000000|04|Y|Y|C
08060703000000|수입||08060700000000|04|Y|Y|C
08060704000000|국내수요||08060700000000|04|Y|Y|C
08060800000000|에탄올||08060000000000|03|N||
08060801000000|생산(출하)||08060800000000|04|Y|Y|C
08060802000000|수출||08060800000000|04|Y|Y|C
08060803000000|수입||08060800000000|04|Y|Y|C
08060804000000|국내수요||08060800000000|04|Y|Y|C
08060900000000|BPA||08060000000000|03|N||
08060901000000|생산(출하)||08060900000000|04|Y|Y|C
08060902000000|수출||08060900000000|04|Y|Y|C
08060903000000|수입||08060900000000|04|Y|Y|C
08060904000000|국내수요||08060900000000|04|Y|Y|C
