CATEGORY_CD|CATEGORY_NM|API_PATH|PARENT_CD|DEPTH_LEVEL|LAST_DEPTH_YN|COLLECTION_CYCLE|COLLECTION_TYPE
05010201010101|Baltic Exchange Dry Index||05010201010100|07|Y|Y,Q,M|C
05010201010200|Baltic Freight Index||05010201010000|06|N||
05010201010201|Baltic Exchange Freight Index (BFI)||05010201010200|07|Y|Y,Q,M|C
05010201020000|Capesize Bulker||05010201000000|05|N||
05010201020100|Baltic Capesize Index||05010201020000|06|N||
05010201020101|Average of the 5 T/C Routes for Baltic Capesize Index||05010201020100|07|Y|Y,Q,M|C
05010201020102|Baltic Exchange Capesize Index||05010201020100|07|Y|Y,Q,M|C
05010201020103|BCI C10_14: 180,000mt, China-Japan transpacific round voyage||05010201020100|07|Y|Y,Q,M|C
05010201020104|BCI C14: China-Brazil round voyage, 180,000mt||05010201020100|07|Y|Y,Q,M|C
05010201020105|BCI C16: Revised backhaul||05010201020100|07|Y|Y,Q,M|C
05010201020106|BCI C17: Saldanha Bay-Qingdao, 170,000mt||05010201020100|07|Y|Y,Q,M|C
05010201020107|BCI C2: Tubarao/Rotterdam 160,000 long tons||05010201020100|07|Y|Y,Q,M|C
05010201020108|BCI C3: Tubarao/Qingdao, 160,000 or 170,000 mt||05010201020100|07|Y|Y,Q,M|C
05010201020109|BCI C5: W Australia/Qingdao, 160,000 mt||05010201020100|07|Y|Y,Q,M|C
05010201020110|BCI C7: Bolivar/Rotterdam 150,000 mt||05010201020100|07|Y|Y,Q,M|C
05010201020111|BCI C8_14: 180,000mt, Gibraltar/Hamburg transatlantic round voyage||05010201020100|07|Y|Y,Q,M|C
05010201020112|BCI C9_14: 180,000mt, Continent/Mediterranean trip China-Japan||05010201020100|07|Y|Y,Q,M|C
05010201020113|Average of the 4 T/C Routes for Baltic Capesize Index, 172,000mt||05010201020100|07|Y|Y,Q,M|C
05010201020114|Baltic Exchange Capesize Index, 172,000mt||05010201020100|07|Y|Y,Q,M|C
05010201020115|BCI C10_03:172,000mt Nopac round voyage||05010201020100|07|Y|Y,Q,M|C
05010201020116|BCI C11_03: 172,000mt China/Japan trip Mediterranean/Continent||05010201020100|07|Y|Y,Q,M|C
05010201020117|BCI C12: 150,000mt Gladstone/Rotterdam||05010201020100|07|Y|Y,Q,M|C
05010201020118|BCI C15: Richards Bay/Fangcheng, 160,000mt||05010201020100|07|Y|Y,Q,M|C
05010201020119|BCI C4: Richards Bay/Rotterdam, 150,000 mt||05010201020100|07|Y|Y,Q,M|C
05010201020120|BCI C8_03: 172,000mt Gibraltar/Hamburg trans-Atlantic round voyage||05010201020100|07|Y|Y,Q,M|C
05010201020121|BCI C9_03: 172,000mt Continent/Mediterranean trip Far East||05010201020100|07|Y|Y,Q,M|C
05010201030000|Panamax Bulker||05010201000000|05|N||
05010201030100|Baltic Panamax Index||05010201030000|06|N||
05010201030101|Average of the 4 T/C Routes for BPI-74||05010201030100|07|Y|Y,Q,M|C
05010201030102|Average of the 5 T/C Routes for BPI-82||05010201030100|07|Y|Y,Q,M|C
05010201030103|Baltic Exchange Panamax Index||05010201030100|07|Y|Y,Q,M|C
05010201030104|BPI P1A_03: 74,000mt trans-Atlantic round voyage||05010201030100|07|Y|Y,Q,M|C
05010201030105|BPI P1A_82: 82,500mt Trans-Atlantic Round Voyage||05010201030100|07|Y|Y,Q,M|C
05010201030106|BPI P2A_03: 74,000mt Skaw-Gibraltar/Far East||05010201030100|07|Y|Y,Q,M|C
05010201030107|BPI P2A_82: 82,500mt Skaw-Gibraltar/Far East||05010201030100|07|Y|Y,Q,M|C
05010201030108|BPI P3A_03: 74,000mt Japan-S.Korea Nopac round voyage||05010201030100|07|Y|Y,Q,M|C
05010201030109|BPI P3A_82: 82,500mt Japan-S.Korea Nopac Round Voyage||05010201030100|07|Y|Y,Q,M|C
05010201030110|BPI P4_82: 82,500mt Japan-S.Korea to Gibralter-Skaw||05010201030100|07|Y|Y,Q,M|C
05010201030111|BPI P5_82: 82,500mt S China/HK range Indo Round Voyage||05010201030100|07|Y|Y,Q,M|C
05010201030112|BPI P6_82: 82,500mt Singapore via Atlantic to Far East||05010201030100|07|Y|Y,Q,M|C
05010201030113|BPI P1: 55,000lt lights USG/ARA||05010201030100|07|Y|Y,Q,M|C
05010201030114|BPI P2: 54,000lt HSS USG/Japan||05010201030100|07|Y|Y,Q,M|C
05010201030115|BPI P3: 54,000lt HSS Nopac/Japan||05010201030100|07|Y|Y,Q,M|C
05010201030116|BPI P3A-IV Implied Voyage Newcastle-Qingdao||05010201030100|07|Y|Y,Q,M|C
05010201030117|BPI P4A_03: 74,000mt Far East via Nopac/Skaw-Passero||05010201030100|07|Y|Y,Q,M|C
05010201030118|BPI P5: 74,000mt S China/HK range Indo RV||05010201030100|07|Y|Y,Q,M|C
05010201040000|Handymax Bulker||05010201000000|05|N||
05010201040100|Baltic Supramax Index||05010201040000|06|N||
05010201040101|Average of the 10 T/C Routes for BSI-58||05010201040100|07|Y|Y,Q,M|C
05010201040102|Average of the 11 T/C Routes for BSI-63||05010201040100|07|Y|Y,Q,M|C
05010201040103|Average of the 3 T/C Routes for Baltic Supramax Asia||05010201040100|07|Y|Y,Q,M|C
05010201040104|Baltic Exchange Supramax Index||05010201040100|07|Y|Y,Q,M|C
05010201040105|BSI 58 Route S10: South China trip via Indonesia to South China||05010201040100|07|Y|Y,Q,M|C
05010201040106|BSI 58 Route S1B: Canakkale trip via Med or BI Sea to China-South Korea||05010201040100|07|Y|Y,Q,M|C
05010201040107|BSI 58 Route S1C: US Gulf trip to China-South Japan||05010201040100|07|Y|Y,Q,M|C
05010201040108|BSI 58 Route S2: North China to Australian or Pacicfic round voyage||05010201040100|07|Y|Y,Q,M|C
05010201040109|BSI 58 Route S3: North China trip to West Africa||05010201040100|07|Y|Y,Q,M|C
05010201040110|BSI 58 Route S4A: US Gulf to Skaw-Passero||05010201040100|07|Y|Y,Q,M|C
05010201040111|BSI 58 Route S4B: Skaw-Passero trip to US Gulf||05010201040100|07|Y|Y,Q,M|C
05010201040112|BSI 58 Route S5: West Africa trip via ECSA to north China||05010201040100|07|Y|Y,Q,M|C
05010201040113|BSI 58 Route S8: South China trip via Indonesia to East Coast India||05010201040100|07|Y|Y,Q,M|C
05010201040114|BSI 58 Route S9: West Africa trip via ECSA to Skaw-Passero||05010201040100|07|Y|Y,Q,M|C
05010201040115|BSI 63 Route S10: South China trip via Indonesia to South China||05010201040100|07|Y|Y,Q,M|C
05010201040116|BSI 63 Route S15: Indian Ocean trip via South Africa to Far East||05010201040100|07|Y|Y,Q,M|C
05010201040117|BSI 63 Route S1B: Canakkale trip via Med or Bl Sea to China-South Korea||05010201040100|07|Y|Y,Q,M|C
05010201040118|BSI 63 Route S1C: US Gulf trip to China-South Japan||05010201040100|07|Y|Y,Q,M|C
05010201040119|BSI 63 Route S2: North China one Australian or Pacific round voyage||05010201040100|07|Y|Y,Q,M|C
05010201040120|BSI 63 Route S3: North China trip to West Africa||05010201040100|07|Y|Y,Q,M|C
05010201040121|BSI 63 Route S4A: US Gulf trip to Skaw-Passero||05010201040100|07|Y|Y,Q,M|C
05010201040122|BSI 63 Route S4B: Skaw-Passero trip to US Gulf||05010201040100|07|Y|Y,Q,M|C
05010201040123|BSI 63 Route S5: West Africa trip via East Coast South America to North China||05010201040100|07|Y|Y,Q,M|C
05010201040124|BSI 63 Route S8: South China trip via Indonesia to East Coast India||05010201040100|07|Y|Y,Q,M|C
05010201040125|BSI 63 Route S9: West Africa trip via East Coast South America to Skaw-Passero||05010201040100|07|Y|Y,Q,M|C
05010201040126|BSI Route S10: Indonesia-South China||05010201040100|07|Y|Y,Q,M|C
05010201040127|BSI Route S11: Trial Mid China/Australia or Nopac RV||05010201040100|07|Y|Y,Q,M|C
05010201040128|BSI Route S8: S. China via Indonesia / EC India||05010201040100|07|Y|Y,Q,M|C
05010201040129|Timecharter Average of Routes S8, S10 and S11 for Baltic Supramax Index||05010201040100|07|Y|Y,Q,M|C
05010201040130|Average of the 6 T/C Routes for Baltic Supramax Index||05010201040100|07|Y|Y,Q,M|C
05010201040131|Baltic Exchange Supramax 52,000 dwt Index||05010201040100|07|Y|Y,Q,M|C
05010201040132|BSI 58 Asia Route S11: Mid China, Australian or Transpacific round voyage||05010201040100|07|Y|Y,Q,M|C
05010201040133|BSI Route S1A: Antwerp - Skaw Trip Far East||05010201040100|07|Y|Y,Q,M|C
05010201040134|BSI Route S1B: Canakkale Trip Far East||05010201040100|07|Y|Y,Q,M|C
05010201040135|BSI Route S2: Japan - SK / NOPAC or Australia RV||05010201040100|07|Y|Y,Q,M|C
05010201040136|BSI Route S3: Japan - SK Trip Gib - Skaw range||05010201040100|07|Y|Y,Q,M|C
05010201040137|BSI Route S4: 52,000mt Transatlantic RV||05010201040100|07|Y|Y,Q,M|C
05010201040138|BSI Route S5: W.Africa via ECSA to Far East||05010201040100|07|Y|Y,Q,M|C
05010201040139|BSI Route S6: Jpn-SK trip via Aus/India||05010201040100|07|Y|Y,Q,M|C
05010201040140|BSI Route S7: EC India-China||05010201040100|07|Y|Y,Q,M|C
05010201040141|BSI Route S7IV Implied Voyage Vizag-Qingdao||05010201040100|07|Y|Y,Q,M|C
05010201040142|BSI Route S9: W. Africa via ECSA to Skaw/Passero||05010201040100|07|Y|Y,Q,M|C
05010201040143|BSI4a: USGulf to Skaw - Passero||05010201040100|07|Y|Y,Q,M|C
05010201040144|BSI4b: Skaw-Passero to USGulf||05010201040100|07|Y|Y,Q,M|C
05010201040200|Baltic Handymax Index||05010201040000|06|N||
05010201040201|Baltic Exchange Handymax Index||05010201040200|07|Y|Y,Q,M|C
05010201040202|BHMI M1A: Antwerp-Skaw trip Far East||05010201040200|07|Y|Y,Q,M|C
05010201040203|BHMI M1B: Canakkale trip Far East||05010201040200|07|Y|Y,Q,M|C
05010201040204|BHMI M2: Japan-S.Korea / Nopac or Australia round voyage||05010201040200|07|Y|Y,Q,M|C
05010201040205|BHMI M3: Japan-S.Korea trip Gibraltar-Skaw range||05010201040200|07|Y|Y,Q,M|C
05010201040206|BHMI M4A: Antwerp-Skaw trip USG||05010201040200|07|Y|Y,Q,M|C
05010201040207|BHMI M4B: USG trip Skaw-Passero||05010201040200|07|Y|Y,Q,M|C
05010201040208|Weighted Average of BHMI T/C routes||05010201040200|07|Y|Y,Q,M|C
05010201040209|Average of the 7 T/C Routes for BHSI-38||05010201040200|07|Y|Y,Q,M|C
05010201040210|Baltic Exchange Handysize Index||05010201040200|07|Y|Y,Q,M|C
05010201040211|BHSI1_38: Skaw - Passero trip Recalada - Rio de Janeiro||05010201040200|07|Y|Y,Q,M|C
05010201040212|BHSI2_38: Skaw - Passero trip Boston - Galveston||05010201040200|07|Y|Y,Q,M|C
05010201040213|BHSI3_38: Recalada - Rio de Janeiro trip Skaw - Passero||05010201040200|07|Y|Y,Q,M|C
05010201040214|BHSI4_38: US Gulf trip via US Gulf or NCSA to Skaw - Passero||05010201040200|07|Y|Y,Q,M|C
05010201040215|BHSI5_38: SE Asia trip via Australia to Singapore - Japan||05010201040200|07|Y|Y,Q,M|C
05010201040216|BHSI6_38: N.China - S.Korea - Japan trip to N.China - S.Korea - Japan||05010201040200|07|Y|Y,Q,M|C
05010201040217|BHSI7_38: N.China - S.Korea - Japan trip to SE Asia||05010201040200|07|Y|Y,Q,M|C
05010201040218|Average of the 6 T/C Routes for BHSI-28||05010201040200|07|Y|Y,Q,M|C
05010201040219|BHSI1: Skaw - Passero trip Recalada - Rio de Janeiro||05010201040200|07|Y|Y,Q,M|C
05010201040220|BHSI2: Skaw - Passero trip Boston - Galveston||05010201040200|07|Y|Y,Q,M|C
05010201040221|BHSI3: Recalada - Rio de Janeiro trip Skaw - Passero||05010201040200|07|Y|Y,Q,M|C
05010201040222|BHSI4: US Gulf trip via US Gulf or NCSA to Skaw - Passero||05010201040200|07|Y|Y,Q,M|C
05010201040223|BHSI5: SE Asia trip via Australia to Singapore - Japan||05010201040200|07|Y|Y,Q,M|C
05010201040224|BHSI6: S Korea - Japan via NOPAC to Singapore-Japan||05010201040200|07|Y|Y,Q,M|C
05020000000000|Fleet&Supply (함선&공급)||05000000000000|02|N||
05020100000000|Fleet Development||05020000000000|03|N||
05020101000000|Fleet by Owner Country/Region||05020100000000|04|N||
05020101010000|Fleet Development by Country/Region of Owner - Russia||05020101000000|05|Y|Y,Q,M|C
05020101020000|Fleet Development - Russian-Owned Crude Tankers||05020101000000|05|Y|Y,Q,M|C
05020101030000|Fleet Development - Russian-Owned Product (10,000+ dwt) Tankers||05020101000000|05|Y|Y,Q,M|C
05020101040000|Fleet Development - Russian-Owned Aframax (85-124,999 dwt) Crude Tankers||05020101000000|05|Y|Y,Q,M|C
05020101050000|Fleet Development - Russian-Owned LNG Carriers||05020101000000|05|Y|Y,Q,M|C
05020102000000|All Vessels||05020100000000|04|N||
05020102010000|Fleet Development by Country/Region of Owner - Russia||05020102000000|05|Y|Y,Q,M|C
05020102020000|World Fleet (100+ GT)||05020102000000|05|Y|Y,Q,M|C
05020102030000|World Fleet Growth||05020102000000|05|Y|Y,Q,M|C
05020103000000|Oil Tankers||05020100000000|04|N||
05020103010000|Tanker General||05020103000000|05|N||
05020103010100|Fleet Development - Russian-Owned Crude Tankers||05020103010000|06|Y|Y,Q,M|C
05020103010200|Crude Tanker Trading Fleet||05020103010000|06|Y|Y,Q,M|C
05020103010300|Crude Tanker Trading Fleet Growth||05020103010000|06|Y|Y,Q,M|C
05020103010400|Total Crude Tanker Fleet Development||05020103010000|06|Y|Y,Q,M|C
05020103010500|Total Double Hull (10k + DWT) Tanker Fleet Development||05020103010000|06|Y|Y,Q,M|C
05020103010600|Total Product Tanker 10k+ DWT Fleet Development||05020103010000|06|Y|Y,Q,M|C
05020103010700|Total Tanker (10k+ DWT) Fleet Development||05020103010000|06|Y|Y,Q,M|C
05020103020000|Product Tankers||05020103000000|05|N||
05020103020100|Fleet Development - Russian-Owned Product (10,000+ dwt) Tankers||05020103020000|06|Y|Y,Q,M|C
05020103020200|Total Product Tanker 10k+ DWT Fleet Development||05020103020000|06|Y|Y,Q,M|C
05020103020300|Aframax Product Tanker Fleet Development||05020103020000|06|Y|Y,Q,M|C
05020103020400|Aframax Product Tanker Fleet Growth||05020103020000|06|Y|Y,Q,M|C
05020103020500|Handysize Product Tanker Fleet Development||05020103020000|06|Y|Y,Q,M|C
05020103020600|Handysize Product Tanker Fleet Growth||05020103020000|06|Y|Y,Q,M|C
05020103020700|LR1 Trading Fleet||05020103020000|06|Y|Y,Q,M|C
05020103020800|LR1 Trading Fleet Growth||05020103020000|06|Y|Y,Q,M|C
05020103020900|LR2 Trading Fleet||05020103020000|06|Y|Y,Q,M|C
05020103021000|LR2 Trading Fleet Growth||05020103020000|06|Y|Y,Q,M|C
05020103021100|MR Product Tanker 40,000-54,999 dwt Fleet Development||05020103020000|06|Y|Y,Q,M|C
05020103021200|Panamax Product Tanker Fleet Development||05020103020000|06|Y|Y,Q,M|C
05020103021300|Panamax Product Tanker Fleet Growth||05020103020000|06|Y|Y,Q,M|C
05020103021400|Product Tanker Trading Fleet||05020103020000|06|Y|Y,Q,M|C
05020103021500|Product Tanker Trading Fleet Growth||05020103020000|06|Y|Y,Q,M|C
05020103021600|Suezmax Product Tanker Fleet Development||05020103020000|06|Y|Y,Q,M|C
05020103030000|ULCC/VLCC||05020103000000|05|N||
05020103030100|VLCC Double Hull Tanker Fleet Development||05020103030000|06|Y|Y,Q,M|C
05020103030200|VLCC Fleet Development||05020103030000|06|Y|Y,Q,M|C
05020103030300|VLCC Fleet Growth||05020103030000|06|Y|Y,Q,M|C
05020103030400|VLCC Trading Fleet||05020103030000|06|Y|Y,Q,M|C
05020103030500|VLCC Trading Fleet Growth||05020103030000|06|Y|Y,Q,M|C
05020103040000|Suezmax Tanker||05020103000000|05|N||
05020103040100|Suezmax Product Tanker Fleet Development||05020103040000|06|Y|Y,Q,M|C
05020103040200|Suezmax Double Hull Tanker Fleet Development||05020103040000|06|Y|Y,Q,M|C
05020103040300|Suezmax Fleet Growth||05020103040000|06|Y|Y,Q,M|C
05020103040400|Suezmax Tanker Fleet Development||05020103040000|06|Y|Y,Q,M|C
05020103040500|Suezmax Trading Fleet||05020103040000|06|Y|Y,Q,M|C
05020103040600|Suezmax Trading Fleet Growth||05020103040000|06|Y|Y,Q,M|C
05020103050000|Aframax Tanker||05020103000000|05|N||
05020103050100|Fleet Development - Russian-Owned Aframax (85-124,999 dwt) Crude Tankers||05020103050000|06|Y|Y,Q,M|C
05020103050200|Aframax Product Tanker Fleet Development||05020103050000|06|Y|Y,Q,M|C
05020103050300|Aframax Product Tanker Fleet Growth||05020103050000|06|Y|Y,Q,M|C
05020103050400|LR2 Trading Fleet||05020103050000|06|Y|Y,Q,M|C
05020103050500|LR2 Trading Fleet Growth||05020103050000|06|Y|Y,Q,M|C
05020103050600|Aframax Double Hull Tanker Fleet Development||05020103050000|06|Y|Y,Q,M|C
05020103050700|Aframax Tanker Fleet Development||05020103050000|06|Y|Y,Q,M|C
05020103050800|Crude Aframax Fleet Development||05020103050000|06|Y|Y,Q,M|C
05020103050900|Crude Aframax Fleet Growth||05020103050000|06|Y|Y,Q,M|C
05020103051000|Crude Aframax Trading Fleet||05020103050000|06|Y|Y,Q,M|C
05020103050110|Crude Aframax Trading Fleet Growth||05020103050000|06|Y|Y,Q,M|C
05020103060000|Panamax Tanker||05020103000000|05|N||
05020103060100|LR1 Trading Fleet||05020103060000|06|Y|Y,Q,M|C
05020103060200|LR1 Trading Fleet Growth||05020103060000|06|Y|Y,Q,M|C
05020103060300|Panamax Product Tanker Fleet Development||05020103060000|06|Y|Y,Q,M|C
05020103060400|Panamax Product Tanker Fleet Growth||05020103060000|06|Y|Y,Q,M|C
05020103060500|Panamax Double Hull Tanker Fleet Development||05020103060000|06|Y|Y,Q,M|C
05020103060600|Panamax Tanker Fleet Development||05020103060000|06|Y|Y,Q,M|C
05020103070000|Handysize Tanker||05020103000000|05|N||
05020103070100|Handysize Product Tanker Fleet Development||05020103070000|06|Y|Y,Q,M|C
05020103070200|Handysize Double Hull Tanker Fleet Development||05020103070000|06|Y|Y,Q,M|C
05020103070300|Handysize Product Tanker Trading Fleet||05020103070000|06|Y|Y,Q,M|C
05020103070400|Handysize Product Tanker Trading Fleet Growth||05020103070000|06|Y|Y,Q,M|C
05020103070500|Handysize Tanker Fleet Development||05020103070000|06|Y|Y,Q,M|C
05020103080000|Small Tankers||05020103000000|05|N||
05020103080100|Small Double Hull Tanker Fleet Development||05020103080000|06|Y|Y,Q,M|C
05020103080200|Small Tankers Fleet Development||05020103080000|06|Y|Y,Q,M|C
05020104000000|Chemical Tankers||05020100000000|04|N||
05020104010000|Handy Chemical Tanker Fleet Development||05020104000000|05|Y|Y,Q,M|C
05020104020000|Total IMO I Tanker Fleet Development (1,000 dwt+)||05020104000000|05|Y|Y,Q,M|C
05020104030000|Total IMO II Tanker Fleet Development (1,000 dwt+)||05020104000000|05|Y|Y,Q,M|C
05020104040000|Total IMO III Tanker Fleet Development (1,000 dwt+)||05020104000000|05|Y|Y,Q,M|C
05020104050000|Total IMO-Graded (Unknown Grade) Tanker Fleet Development||05020104000000|05|Y|Y,Q,M|C
05020105000000|Combined Carriers||05020100000000|04|N||
05020105010000|Capesize 120K-160K DWT Combined Carrier Fleet Development||05020105000000|05|Y|Y,Q,M|C
05020105020000|Capesize 160K+ DWT Combined Carrier Fleet Development||05020105000000|05|Y|Y,Q,M|C
05020105030000|Capesize 80K-120K DWT Combined Carrier Fleet Development||05020105000000|05|Y|Y,Q,M|C
05020105040000|Combos trading in dry||05020105000000|05|Y|Y,Q,M|C
05020105050000|Combos trading in oil||05020105000000|05|Y|Y,Q,M|C
05020105060000|Handysize Combined Carrier Fleet Development||05020105000000|05|Y|Y,Q,M|C
05020105070000|Panamax Combined Carrier Fleet Development||05020105000000|05|Y|Y,Q,M|C
05020105080000|Total Combined Carrier Fleet Development||05020105000000|05|Y|Y,Q,M|C
05020106000000|Bulkers||05020100000000|04|N||
05020106010000|Bulkers General||05020106000000|05|N||
05020106010100|Bulkcarrier Fleet Growth||05020106010000|06|Y|Y,Q,M|C
05020106010200|Total Bulkcarrier Fleet Development||05020106010000|06|Y|Y,Q,M|C
05020106020000|Capesize Bulker||05020106000000|05|N||
05020106020100|Capesize Bulkcarrier Fleet Development||05020106020000|06|Y|Y,Q,M|C
05020106020200|Capesize Fleet Growth||05020106020000|06|Y|Y,Q,M|C
05020106030000|Panamax Bulker||05020106000000|05|N||
05020106030100|Panamax Bulkcarrier Fleet Development||05020106030000|06|Y|Y,Q,M|C
05020106030200|Panamax Fleet Growth||05020106030000|06|Y|Y,Q,M|C
05020106040000|Handymax Bulker||05020106000000|05|N||
05020106040100|Handymax Bulkcarrier Fleet Development||05020106040000|06|Y|Y,Q,M|C
05020106040200|Handymax Fleet Growth||05020106040000|06|Y|Y,Q,M|C
05020106050000|Handysize Bulker||05020106000000|05|N||
05020106050100|Handysize Bulkcarrier Fleet Development||05020106050000|06|Y|Y,Q,M|C
05020106050200|Handysize Fleet Growth||05020106050000|06|Y|Y,Q,M|C
05020107000000|LNG||05020100000000|04|N||
05020107010000|LNG General||05020107000000|05|N||
05020107010100|Fleet Development - Russian-Owned LNG Carriers||05020107010000|06|Y|Y,Q,M|C
05020107010200|LNG Fleet Growth||05020107010000|06|Y|Y,Q,M|C
05020107010300|Steam Turbine LNG Carrier Capacity||05020107010000|06|Y|Y,Q,M|C
05020107010400|Total LNG Fleet Development||05020107010000|06|Y|Y,Q,M|C
05020107020000|LNG 40K+ Cu. M.||05020107000000|05|N||
05020107020100|>140,000 Cu. M. LNG Fleet Development||05020107020000|06|Y|Y,Q,M|C
05020107020200|100-140K Cu. M. LNG Fleet Development||05020107020000|06|Y|Y,Q,M|C
05020107020300|40-59,999 Cu. M. LNG Fleet Development||05020107020000|06|Y|Y,Q,M|C
05020107020400|60-99,999 Cu. M. LNG Fleet Development||05020107020000|06|Y|Y,Q,M|C
05020107030000|LNG <40K Cu. M.||05020107000000|05|N||
05020107030100|<40K Cu. M. LNG Fleet Development||05020107030000|06|Y|Y,Q,M|C
05020107040000|Engine Type||05020107000000|05|N||
05020107040100|Steam Turbine Fleet > LNG > Steam Turbine||05020107040000|06|Y|Y,Q,M|C
05020107040200|2-Stroke Single Fuel Fleet > LNG > 2-Stroke Single Fuel||05020107040000|06|Y|Y,Q,M|C
05020107040300|4-Stroke Single Fuel Fleet > LNG > 4-Stroke Single Fuel||05020107040000|06|Y|Y,Q,M|C
05020107040400|4-Stroke Dual Fuel Fleet > LNG > 4-Stroke Dual Fuel||05020107040000|06|Y|Y,Q,M|C
